Geo Point,Official Name Suburb
"-33.90819563112869, 150.88985422284688",Heckenberg
"-30.87826638135103, 152.60112559482076",Hickeys Creek
"-29.934148332064886, 151.04263140366885",Howell
"-33.92947374698678, 150.85694016708644",Hoxton Park
"-28.9404057144578, 151.96945795518832",Jennings
"-30.668896727073637, 152.13669632829772",Jeogla
"-32.46902184482049, 150.85237613587412",Jerrys Plains
"-32.85981138278498, 149.97056258584402",Kandos
"-36.74648615524729, 149.77447231242786",Kanoona
"-33.050849474046544, 146.7723511219068",Kiacatoo
"-34.70123340774988, 150.84214268907485",Kiama Heights
"-30.567974473703813, 152.56106748404824",Killiekrankie
"-31.49228526261027, 152.7566182856084",King Creek
"-29.80055831420405, 152.0893002259905",Kingsgate
"-29.618122790822625, 152.93160094143946",Koolkhan
"-28.696970083121123, 153.22696465879363",Koonorigan
"-32.943401218383514, 151.6975877598916",Kotara
"-33.80584304162977, 151.16142834899287",Lane Cove North
"-33.774194604326766, 150.63571607531705",Lapstone
"-31.64438012270773, 152.79517096520533",Laurieton
"-29.317291606420756, 148.00650182074116",Lightning Ridge
"-33.3968967108425, 149.5512641217706",Llanarth (NSW)
"-31.43903884217515, 152.48964733312073",Long Flat (NSW)
"-31.552954713764482, 159.07686887970144",Lord Howe Island
"-34.60056605102405, 150.39601790641984",Manchester Square
"-34.84964180673616, 149.01566751948556",Manton (NSW)
"-35.25455692931856, 150.51711199765847",Manyana
"-35.809179499331975, 144.8624779585673",Mathoura
"-29.90460955625774, 151.57446935565417",Maybole
"-33.721708033081505, 150.22154073248672",Megalong Valley
"-34.602364938341736, 147.11226053843447",Methul
"-35.74268978150544, 149.20189566212005",Michelago
"-36.235744338384315, 149.19189384616863",Middle Flat
"-32.71589028876967, 150.9501608366147",Milbrodale
"-36.877319565416826, 149.9205236789855",Mirador
"-29.079102598029948, 151.70827138498012",Mole River
"-33.02883480444418, 142.65315181034518",Moorara
"-33.89525561388854, 151.22155803530325",Moore Park
"-33.90297937025714, 150.90325136099554",Mount Pritchard
"-33.295608821961395, 149.48367886204517",Mount Rankin
"-32.68670662352751, 149.6688809475224",Mullamuddy
"-35.290699034283044, 148.28048512219985",Mundongo
"-35.02245099359802, 148.72867738941414",Narrangullen
"-33.73830394565593, 149.19451070351687",Neville
"-33.27092412342169, 151.5552848373006",Noraville
"-33.8844808164316, 151.27835137851585",North Bondi
"-33.79533460851246, 151.0121691122864",North Parramatta
"-28.2631374972273, 153.26488111255594",Numinbah
"-33.69268089135244, 149.84931238064195",Oberon
"-35.35616720772086, 146.73390375684482",Osborne (NSW)
"-35.42901099814251, 149.56770091769957",Palerang
"-31.970519523107143, 150.88234233197048",Parkville (NSW)
"-31.54073494863413, 148.0815596332987",Pigeonbah
"-31.525178762781653, 150.3990286175445",Pine Ridge
"-33.86139788887758, 147.94206230142828",Piney Range
"-29.89213108078375, 151.96180708660629",Pinkett
"-33.86710049297904, 151.22547737484132",Potts Point
"-33.798835870884126, 150.91640869480065",Prospect (NSW)
"-31.697178801364053, 147.840288253684",Ravenswood (NSW)
"-37.16302070228848, 149.31186161572268",Rockton
"-33.91886237107519, 151.2048846668169",Rosebery (NSW)
"-34.10400742627814, 150.79283396206276",Rosemeadow
"-34.49718473050213, 149.63735270147933",Roslyn
"-35.204743174067836, 147.32921895140382",Rowan
"-32.05419090149307, 150.86044327108624",Scone
"-33.8875589161602, 151.01060130204374",Sefton
"-28.674162189565116, 152.7843682420356",Sextonville
"-32.54026142952086, 151.16179795780056",Singleton Heights
"-32.69658217005801, 151.18316090450193",Singleton Military Area
"-36.392892059237795, 148.42677170798538",Smiggin Holes
"-33.44202740183971, 151.12336762192922",Spencer
"-36.052773101263604, 146.84988200268134",Splitters Creek
"-34.4593206778755, 147.7437915567747",Springdale (NSW)
"-32.03032561771132, 151.3222904220198",Stewarts Brook
"-32.86336799273392, 151.58048340592393",Stockrington
"-28.583133075494494, 153.1621089851827",Stony Chute
"-32.379312167354115, 151.8123337822393",Stroud Hill
"-35.14249125955381, 150.56194422880336",Sussex Inlet
"-32.05533762479974, 152.51043212070851",Tallwoods Village
"-33.44340486691046, 151.42632007323294",Terrigal
"-30.644468853587146, 152.90257798609244",Tewinga
"-28.40557394279579, 152.66040902099695",The Glen (NSW)
"-29.970159221818577, 151.22886547817973",Tingha
"-32.47304691508892, 151.58077507710962",Torryburn (Dungog - NSW)
"-34.694373569228155, 149.82801953448472",Towrang
"-33.93045997653738, 151.142046496637",Turrella
"-30.744452903616608, 152.82798688757927",Utungun
"-33.27228033961701, 151.46495877361804",Wadalba
"-28.562433524291183, 153.1344525853817",Wadeville
"-35.6049224704733, 145.13731453128906",Warragoon
"-33.33008133274047, 147.54814107583528",Warroo (NSW)
"-34.119266912326616, 150.97294560727698",Waterfall
"-32.691617525308274, 151.47905424360613",Windella
"-33.40531584277206, 149.54506723472267",Windradyne
"-30.670946252442715, 152.9259861862236",Wirrimbi
"-32.94947587598509, 150.45178786989425",Wollemi
"-33.87110163948644, 151.21947683563346",Woolloomooloo
"-35.36406205687979, 146.89087366868807",Wrathall
"-28.532872873414284, 152.9254074188632",Wyneden
"-31.463441857102044, 150.06586788655784",Yannergee
"-34.05480892722681, 151.03124689480893",Yarrawarrah
"-29.65176979999552, 151.7479268085276",Yarrowford
"-37.18793913813407, 143.41480840705552",Amphitheatre
"-36.26745945145437, 141.9709332539272",Antwerp
"-36.86887315293998, 146.20905393432608",Archerton
"-38.5482061673333, 145.56401145900008",Archies Creek
"-38.363116831296, 144.9597390673641",Arthurs Seat
"-38.24237465346207, 145.78651003461206",Athlone
"-38.050934059768835, 144.45171061923347",Avalon
"-37.56479185131598, 143.88696843120223",Ballarat East
"-36.70729557503302, 145.65952201984865",Balmattum
"-36.60277872930974, 142.81433131444277",Banyena
"-36.95869144534176, 143.89910639510762",Baringhup West
"-37.47482791907507, 144.102410316445",Barkstead
"-36.001159859032235, 143.67153468498282",Barraport
"-37.010164186779924, 146.21766487163725",Barwite
"-36.917870727611, 143.79449419315415",Betley
"-37.763694518456994, 145.76265670017062",Big Pats Creek
"-38.36866245837084, 144.77226496995104",Blairgowrie
"-38.38246275592467, 146.27113912944546",Boolarra
"-37.90849788539097, 144.99596129795313",Brighton (Vic.)
"-38.323084094292106, 146.57876339917487",Callignee
"-37.847947802770484, 142.65859355827192",Chatsworth (Vic.)
"-37.65823710044126, 145.3136846824941",Christmas Hills (Vic.)
"-38.17871075426131, 144.5283146882722",Curlewis (Vic.)
"-37.33431084658536, 147.29395176816266",Dargo
"-37.81162202170615, 145.06596601724883",Deepdene (Vic.)
"-38.03217990871105, 146.8631594628177",Denison
"-37.030323241913585, 147.27781745288064",Dinner Plain
"-36.16926882078944, 145.48689385048047",Drumanure
"-36.43590068541351, 144.4075972501602",Drummartin
"-38.17550740923802, 147.23948787934103",Dutson
"-37.06693259928122, 141.3050820663556",Edenhope
"-38.4165670344068, 145.36882946695218",Elizabeth Island
"-37.86169419234419, 147.32173524718766",Fernbank
"-37.313506930870425, 144.89034659883458",Forbes (Vic.)
"-37.68873377001356, 144.716786913612",Fraser Rise
"-37.89809283078647, 145.00906588594",Gardenvale
"-36.38178198117897, 141.8783763486277",Gerang Gerung
"-38.12767943360548, 146.6351354873348",Glengarry (Vic.)
"-37.14617996194627, 143.3314749881383",Glenpatrick
"-37.98311625965646, 147.5467264386222",Goon Nure
"-37.65451996784725, 144.54632455942954",Harkness
"-38.5672774040108, 142.90334721521998",Heytesbury Lower
"-36.25076748941697, 145.60594451735383",Katandra
"-37.73832692950106, 144.82840087132348",Kealba
"-38.60060730113457, 143.25355347821593",Kennedys Creek
"-36.35748890154162, 143.70286581489313",Korong Vale
"-36.510540570043844, 143.5632942921477",Kurraca West
"-38.54813150019008, 145.67430266752734",Lance Creek
"-37.86834629458968, 147.42260821803208",Lindenow South
"-38.19722767338344, 144.35622262460524",Marshall
"-37.51795310835147, 145.79516193855673",Marysville
"-37.67564089000873, 144.61183972868164",Melton (Vic.)
"-36.601517179907155, 146.6655446695168",Merriang South
"-37.398896694498575, 143.24150243756304",Middle Creek
"-38.66468845063478, 145.92715323412955",Middle Tarwin
"-36.866373245429514, 142.8949794429843",Morrl Morrl
"-37.20110594521591, 143.8129181794843",Mount Cameron
"-37.05206868736817, 144.15362705287046",Muckleford
"-36.422628034731986, 145.72381234857667",Nalinga
"-38.08412052376012, 146.8494097491789",Nambrok
"-37.87749865077228, 145.5359376959573",Nangana
"-37.57859962309471, 146.84588326680623",Nap Nap Marra
"-37.7529007078831, 142.63568976537448",Narrapumelap South
"-34.21288829686274, 141.38928690580443",Neds Corner
"-38.163112397489314, 144.39531166010954",Newcomb
"-38.19338804218727, 142.93169772888214",Noorat
"-36.09984619709641, 146.3494919297425",Norong
"-38.09505857101525, 144.3733568413486",North Shore (Vic.)
"-37.69329117761801, 148.02017953665174",Nowa Nowa
"-36.94848494167722, 142.04615518269716",Nurrabiel
"-38.69044449850678, 146.66076390410072",Port Albert
"-36.65286553214606, 145.59373234690784",Riggs Creek
"-38.181954119707584, 146.8278719751156",Rosedale (Vic.)
"-37.92426613872031, 145.24379995133373",Rowville
"-37.39395638779776, 145.8466145921143",Rubicon
"-37.76588083582627, 148.36340490093679",Simpsons Creek
"-37.97087400252492, 145.14791300455508",Springvale South
"-37.8668048282175, 145.0021734394345",St Kilda East
"-36.39055604520266, 146.77487020911497",Stanley (Vic.)
"-37.95631663111343, 147.11058907262336",Stratford (Vic.)
"-37.556550201391715, 147.37098547768971",Tabberabbera
"-37.43346193265268, 146.71004826606432",Tamboritha
"-36.43962236710897, 145.29331728532586",Tatura East
"-37.60558222585767, 144.59080133831046",Toolern Vale
"-35.13686271788618, 141.93559271329258",Torrita
"-36.211033376241254, 148.008176337222",Towong Upper
"-36.67441023806872, 146.208844855504",Upper Ryans Creek
"-37.7896283098074, 143.20452484596305",Vite Vite North
"-35.99249146163895, 147.73155250852517",Walwa
"-36.32527245508507, 146.2267902046143",Wangandary
"-36.96394342805781, 143.0777010981901",Wattle Creek
"-36.053178503115724, 142.22542450511347",Willenabrina
"-38.52913759060272, 146.89209081754836",Woodside (Vic.)
"-37.687245657095794, 145.36890565331905",Yering
"-28.195603705437392, 151.95138224389183",Allan
"-27.53795570821276, 152.86145009490028",Anstead
"-23.07467354062548, 150.76389284249",Bangalee (Qld)
"-27.715111999410784, 153.1936881421685",Beenleigh
"-27.929836004742928, 153.3914293592147",Biggera Waters
"-18.117654507985932, 145.94926840624726",Bilyana
"-27.577886600484106, 152.70640557463653",Blacksoil
"-29.00520037584053, 151.3264653845277",Bonshaw (Qld)
"-27.49673687801322, 152.7034927922061",Borallon
"-24.24126677724638, 151.5071103731045",Bororen
"-27.283026789563973, 151.45951178293217",Bowenville
"-27.616136924257503, 151.34875945803927",Branchview
"-26.232205942867726, 151.37674178647342",Brigooda
"-26.652688027031413, 148.77436280237413",Bungil (Qld)
"-10.146036349815892, 142.81950779080955",Burrar Islet
"-27.622629616249387, 153.0481631543932",Calamvale
"-26.798486516002743, 153.12762421620505",Caloundra
"-27.40006007557865, 152.87883968775049",Camp Mountain
"-26.70059875039468, 152.9934973719389",Chevallum
"-26.355701816205656, 152.74202856897423",Coles Creek
"-27.936224361740482, 150.96295340907875",Condamine Farms
"-27.910696279488405, 153.3709600049446",Coombabah
"-26.79234099791005, 153.06180635497162",Corbould Park
"-25.20298340162353, 151.11850777976707",Cynthia
"-27.37102619814071, 151.6801562619624",Devon Park (Qld)
"-24.013390545711992, 141.11499312588532",Diamantina Lakes
"-26.642134709618656, 152.89598443869554",Dulong
"-27.14255136665755, 148.03820007471202",Dunkeld (Qld)
"-19.080698269238415, 141.74355061490732",East Creek
"-17.595725872036287, 145.84527752025505",East Palmerston
"-28.13581833617417, 153.44919863752432",Elanora
"-22.22534860433771, 146.68516075432234",Elgin (Qld)
"-23.221825227667548, 150.4221057159942",Etna Creek
"-20.922736695475518, 148.42252493290184",Eungella Hinterland
"-26.436277642909754, 148.82754576473567",Euthulla
"-24.103046763156115, 151.49604010193",Foreshores
"-18.743223633233455, 143.68060940546636",Forsayth
"-27.41637486305457, 152.98189965795768",Gaythorne
"-18.270158977313745, 142.73918178498454",Gilbert River
"-28.029660579490987, 153.30466783421957",Gilston
"-25.038635834627954, 151.06149564911672",Glenleigh
"-26.1929898729167, 152.07926365273337",Goomeri
"-27.51522381056645, 151.82170492809803",Gowrie Mountain
"-26.1704983777252, 152.75367182681086",Greens Creek (Qld)
"-25.958517581450643, 149.76858339149567",Grosmont
"-19.907641281987544, 147.82046988741556",Guthalungra
"-24.782136904382007, 150.69245881906318",Harrami
"-27.548179451436845, 152.09375892192043",Helidon Spa
"-18.351912830877676, 146.23448126420837",Hinchinbrook (Qld)
"-10.606460871777129, 142.28155353363042",Horn
"-26.730999581527634, 152.99771801247653",Ilkley
"-27.73578348568566, 152.27115383228096",Ingoldsby
"-23.05417363442298, 150.38995409462748",Jardine
"-27.398228063153017, 151.58681521262642",Jondaryan
"-27.47680714865527, 153.03670788737924",Kangaroo Point (Qld)
"-26.118557458511223, 148.17947178549358",Kilmorey Falls
"-27.420234208136616, 151.95297505260623",Kleinton
"-24.131712480085223, 149.96041523157197",Kokotungo
"-20.687967718395456, 139.49584001645783",Lanskey
"-24.338658139825842, 148.68709434279157",Lowesby
"-17.6146616400851, 146.0384433875084",Martyville
"-26.27120167327947, 151.61752443001112",Melrose (Qld)
"-26.761907337895128, 153.08346272573607",Meridan Plains
"-27.7958498703141, 152.4850236871446",Merryvale
"-27.882681949869003, 152.73080226163447",Milbong
"-17.36343326886724, 145.4149146683719",Moomin
"-28.252503175992107, 151.30181949313047",Mosquito Creek
"-20.939783554315213, 148.7966353998672",Mount Pelion
"-27.634955615051446, 151.91430156088143",Mount Rascal
"-27.54858548640495, 153.05339872071204",Nathan
"-25.051445469965703, 152.28304054657954",North Gregory
"-27.54672629742737, 151.95479643629793",North Toowoomba
"-27.352525893465458, 153.09596542912857",Nudgee Beach
"-19.194093049723598, 146.76671810344803",Pallarenda
"-27.642902377221972, 153.03028630064293",Parkinson
"-26.845953335155965, 152.87702688527156",Peachester
"-25.438301570236018, 152.72237591837325",Prawle
"-20.39068848782784, 148.65699153616544",Preston (Whitsunday - Qld)
"-25.091565680751035, 152.14457203051748",Promisedland
"-24.51173363718179, 150.41883204543188",Prospect (Qld)
"-27.336100760356683, 152.15939912417295",Ravensbourne
"-27.638665273894826, 152.5928661950797",Rosewood (Qld)
"-21.24591874532978, 149.1060104268472",Sandiford
"-32.69488295816977, 151.53389568210247",Aberglasslyn
"-32.81967620135746, 151.43723514647712",Abermain
"-33.73573576503507, 149.38599111486863",Arkell
"-30.324827619807742, 150.99557337189265",Bakers Creek (Uralla - NSW)
"-33.80683767828128, 151.26510839999466",Balgowlah Heights
"-30.525913329467052, 150.40836847640244",Banoon
"-33.86045822060391, 151.2016067982935",Barangaroo
"-31.440290685190874, 152.67122320831146",Beechwood
"-31.98413269208878, 152.16918512952188",Belbora
"-34.91320549553148, 149.2606171804857",Bellmount Forest
"-35.97850602316836, 150.09483342996884",Bergalia
"-35.394346967728346, 146.4616845241196",Bidgeemia
"-32.57516693336488, 151.22625261737062",Big Ridge
"-35.34675723320168, 147.41955653606266",Big Springs
"-33.28406485745826, 149.4404687115338",Billywillinga
"-30.33094162909925, 151.68144953499115",Black Mountain (NSW)
"-34.5710124859435, 150.8399416613141",Blackbutt (NSW)
"-32.339397234362536, 152.53472065762696",Boomerang Beach
"-33.84282312259877, 151.11071577336867",Breakfast Point
"-33.474226624938474, 149.6902812784055",Brewongle
"-33.58441698771352, 151.20322577099915",Brooklyn (NSW)
"-35.85299626189717, 150.15377438226253",Broulee
"-34.48276664311595, 150.81089289786456",Brownsville
"-31.333200158509886, 148.03286500234393",Bullagreen
"-34.897207636944216, 148.00503403103522",Burra Creek
"-32.57876449449617, 149.55338081839778",Caerleon
"-34.08407775127501, 150.70041077402897",Camden South
"-31.386763190592422, 150.40621840856758",Caroona
"-33.881252876202005, 150.82926569206384",Cecil Park
"-33.84970391441634, 149.87913658221862",Chatham Valley
"-33.79558113441781, 151.15995482318127",Chatswood West
"-32.754678754440356, 151.6345466431831",Chisholm (NSW)
"-33.89226905757129, 151.04731980747172",Chullora
"-34.25921078571608, 150.97052894623823",Clifton (NSW)
"-31.915850407895867, 151.69744480094272",Cobark
"-34.934284629484026, 149.42133523465878",Collector
"-34.508148778487026, 147.6539301974153",Combaning
"-32.37063748272288, 148.97159000892142",Comobella
"-31.85531532683067, 151.8159543651187",Coneac
"-34.088713222069515, 142.0986125161123",Coomealla
"-31.569175845317044, 150.10907551957965",Coomoo Coomoo
"-28.692306595042407, 153.5691248281569",Coopers Shoot
"-37.0924619804818, 149.05941529532018",Craigie (NSW)
"-35.34838936919241, 149.21758801587487",Crestwood
"-32.50487147299741, 149.7051441462214",Cross Roads (NSW)
"-29.627269338123625, 152.9191736957491",Crowther Island
"-31.1789626324808, 150.2643161612141",Curlewis (NSW)
"-29.08647182343977, 153.37626139002097",Doonbah
"-33.87757905695481, 151.24355787867466",Double Bay
"-28.712545494998913, 152.87864618653197",Doubtful Creek
"-32.031624277237235, 149.30313400571742",Dunedoo
"-32.61493622946485, 151.64938303003368",Duns Creek
"-28.30445842558622, 153.52829745535558",Duranbah
"-33.75532979385732, 151.18151595512722",East Killara
"-33.9450274380465, 151.22574853248108",Eastgardens
"-37.13757026222615, 149.9557209044093",Edrom
"-33.90001380404975, 151.17103377161362",Enmore (Inner West - NSW)
"-35.408705409410096, 149.18254453556557",Environa
"-35.08419266274716, 147.46749935125587",Eunanoreenya
"-34.71318096263494, 150.7608020002913",Foxground
"-28.620290078471236, 152.7736188922316",Ghinni Ghi
"-34.80596853014322, 146.51433845610782",Gillenbah
"-32.45575398416906, 151.10888244416748",Glennies Creek
"-33.3521487614273, 151.42189585740337",Glenning Valley
"-34.90237764564425, 148.82187416958305",Good Hope
"-33.947321842471446, 145.73684795036166",Goolgowi
"-32.937446320797115, 148.0602306029231",Goonumbla
"-28.486946200416586, 153.0714158443836",Green Pigeon
"-32.36848674404266, 149.52352900085478",Gulgong
"-33.822213737743425, 151.01148598197648",Harris Park
"-29.413758460317204, 153.2471783292026",Harwood
"-33.91815921992677, 150.86360796399248",Hinchinbrook (NSW)
"-36.62593670374675, 148.91306154204835",Ironmungy
"-30.497702417151892, 149.7394242611638",Jacks Creek
"-31.59081616619322, 152.78457515933223",Jolly Nose
"-31.919474473197727, 150.53994801098062",Kars Springs
"-34.021622661511614, 150.80086787723812",Kearns
"-30.582163239031726, 151.631198887661",Kellys Plains
"-29.101230079453508, 152.6179803355729",Keybarbin
"-35.205805229392205, 148.24373945613868",Killimicat
"-33.17102945511027, 151.5568428344316",Kingfisher Shores
"-33.490474903073604, 149.32684470003753",Kings Plains (Blayney - NSW)
"-33.764448005370234, 150.72491284228",Kingswood (Penrith - NSW)
"-28.541557668366824, 153.41021250287966",Koonyum Range
"-32.86349892394689, 151.74212484274446",Kooragang
"-35.128526716243975, 143.44036828146665",Koraleigh
"-33.55035783939221, 150.70108324042437",Kurmond
"-31.78177965368469, 152.56808767865098",Langley Vale
"-33.89489472696723, 151.14680493111848",Lewisham (NSW)
"-33.86189937281192, 151.04804262697886",Lidcombe
"-36.94701106263696, 149.78176011206034",Lochiel (NSW)
"-28.835979705837563, 153.25964665803167",Loftville
"-33.21028558096511, 149.2383360998011",Lower Lewis Ponds
"-28.51399412556313, 153.43713248755517",Main Arm
"-32.30628475127425, 152.17457082996376",Markwell
"-33.820603837908585, 150.989038609653",Mays Hill
"-33.470194838984796, 150.15308316381567",McKellars Park
"-31.688503685494126, 151.5720813893927",Mernot
"-31.923266450806523, 150.79252634981404",Middle Brook
"-33.93885331017321, 150.98143746595116",Milperra
"-31.1420912514483, 150.04766365263998",Milroy (Gunnedah - NSW)
"-33.847248059801444, 151.21133670154055",Milsons Point
"-31.98301223574261, 151.6186104799073",Moppy
"-33.841454415435415, 151.10634795852852",Mortlake (NSW)
"-31.390653448719892, 152.67080514712467",Mortons Creek
"-33.82916657632496, 151.24468442649035",Mosman
"-32.64368596955619, 151.11475310792096",Mount Thorley
"-34.549717476207185, 150.8429368298914",Mount Warrigal
"-32.388427268131366, 149.82448524528942",Munghorn
"-34.40710870240653, 146.26108461820397",Murrami
"-31.122600215230257, 142.38609942314062",Mutawintji
"-35.02288369684546, 150.6761522943988",Myola (NSW)
"-31.862304136087488, 147.6431598626914",Nevertire
"-36.96110990257273, 149.5591594898734",New Buildings
"-32.924984736066136, 151.79096205898202",Newcastle East
"-30.63158324460454, 152.92744915685088",Newee Creek
"-33.41817383396384, 151.35473256770968",North Gosford
"-34.881959815218075, 150.60571257759878",Nowra
"-32.7228450664463, 151.6980396177964",Osterley (NSW)
"-30.44384927318678, 142.17026219466365",Packsaddle
"-29.469551851675213, 153.27260823238714",Palmers Channel
"-31.356904000107455, 152.47750289740878",Pappinbarra
"-33.975193368342055, 151.05480412935404",Peakhurst Heights
"-33.45620765315998, 151.40880897849425",Picketts Valley
"-34.022065822903095, 141.88994451787661",Pomona (NSW)
"-28.67126430732089, 153.49375428157546",Possum Creek
"-35.95864578893893, 148.56165037200765",Providence Portal
"-34.91750072001977, 150.69358019870347",Pyree
"-33.038306523705536, 151.57901943636824",Rathmines
"-34.135418819586164, 148.9801075022488",Reids Flat
"-30.442666425464527, 153.0366026438074",Repton
"-33.57897990643606, 150.75296254727854",Richmond Lowlands
"-28.625877972159955, 152.01829031330533",Ruby Creek
"-32.755268189559324, 149.99968688417096",Rylstone
"-33.91718089596362, 150.8909133674862",Sadleir
"-30.996554660523813, 152.93188116758057",Seven Oaks
"-35.959149940228926, 148.9807006638806",Shannons Flat
"-33.47021056875544, 151.06892353220113",Singletons Mill
"-36.15195754103413, 148.5221313868782",Snowy Plain
"-32.74669388317027, 151.56367669268786",South Maitland
"-36.86490710927424, 149.76254523012622",South Wolumla
"-36.02546852702712, 146.95673674393382",Springdale Heights
"-33.38633633613429, 149.03876828259374",Springside (NSW)
"-33.797298643365636, 150.7846837077509",St Clair (Penrith - NSW)
"-32.69293063914081, 151.9346382257469",Swan Bay (Port Stephens - NSW)
"-35.946154798623745, 147.03589294512622",Table Top
"-35.609951857178544, 149.10301990469134",The Angle
"-31.94578298879106, 152.40415216584117",Tinonee
"-29.655031439180416, 153.12934231002745",Tucabia
"-33.39364774493698, 146.7103716108009",Tullibigeal
"-30.454472515907888, 149.88732318628672",Turrawan
"-28.178487184771228, 153.53547911989284",Tweed Heads
"-28.622578977939614, 152.1822440510838",Undercliffe
"-29.566412357894816, 152.749267863276",Upper Copmanhurst
"-31.919677749721725, 150.70632693946732",Upper Dartbrook
"-30.77705176530134, 152.67445363288846",Upper Taylors Arm
"-28.871647855553622, 153.4763153495409",Uralba
"-33.90143146080957, 151.25584901773524",Waverley (NSW)
"-33.85867978148354, 146.58523907757308",Weethalle
"-29.897054184898703, 153.02901213489636",Wells Crossing
"-33.82762213429751, 151.07713022384843",Wentworth Point
"-33.74164259955081, 150.73217534498693",Werrington Downs
"-32.440720467920194, 151.28786814675527",Westbrook (NSW)
"-33.71172232120926, 151.0713859102874",Westleigh
"-32.91927160499034, 151.7568662035252",Wickham (NSW)
"-30.966363367929603, 152.388805472834",Willi Willi
"-31.63832573186924, 150.73062642998013",Willow Tree
"-30.68940001991302, 150.65391930330304",Wimborne
"-35.26401742271456, 150.05385201947348",Wog Wog (Queanbeyan-Palerang Regional - NSW)
"-35.801217510575974, 150.183371505682",Woodlands (Eurobodalla - NSW)
"-34.81367439588019, 149.60361656556788",Yarra
"-33.13543182124731, 147.57809803914748",Yarrabandai
"-31.691807877390897, 149.17480589026943",Yarragrin
"-28.47900068744267, 153.498203798777",Yelgun
"-28.318555350449373, 153.2573661220932",Zara
"-38.393522206667065, 142.61172317470766",Allansford
"-37.93803309534666, 144.28470027035377",Anakie
"-36.23824693033058, 142.68032166177136",Areegra
"-36.468721823585504, 144.0960627274089",Auchmore
"-36.752205530798214, 145.0780835487808",Bailieston
"-36.29343675500502, 144.66921487766842",Ballendella
"-37.832076400050795, 146.30703481360356",Baw Baw (Vic.)
"-38.176081355097025, 145.58057291703918",Bayles
"-35.885701405866754, 145.3452757890466",Bearii
"-37.91211741461426, 145.35530738370366",Belgrave
"-37.12059489349357, 147.8352361620981",Bindi
"-36.421600497556774, 146.8652147360116",Bruarong
"-37.41613215314078, 148.1447567383617",Buchan
"-37.53918848222396, 144.16773569952872",Bunding
"-37.69860720347798, 145.05961948716904",Bundoora (Vic.)
"-36.34008383201227, 146.00064164501123",Bungeet West
"-37.66374360744316, 144.95947387419923",Campbellfield
"-36.00263759974291, 146.48567711358328",Carlyle
"-37.89332348214442, 145.05553995583423",Carnegie
"-37.60312196347599, 141.33173210798586",Casterton
"-36.16677834443706, 143.13158908652045",Chirrip
"-37.7269592249747, 144.96769799714386",Coburg North
"-37.531266289533434, 144.2257336418424",Colbrook
"-38.3523877501493, 145.20279952671288",Crib Point
"-37.77680642898519, 142.2285558358419",Croxton East
"-35.942314636254956, 143.18319104664403",Dumosa
"-37.71739835996182, 145.15915181299226",Eltham (Vic.)
"-37.323671041482896, 141.81292492489274",Englefield
"-37.97733765726245, 146.38002562023573",Erica
"-36.38390898499565, 146.56809004259833",Everton Upper
"-37.70481496665689, 144.9694290467945",Fawkner
"-37.36761481531153, 144.41012017150933",Fern Hill
"-36.228179396911855, 143.86347345003585",Fernihurst
"-38.25059070943759, 146.62857234283257",Flynns Creek
"-38.384134760162915, 147.09963891119173",Giffard
"-38.408717569475314, 143.00748493435134",Glenfyne
"-38.1643788546591, 142.9671108308773",Glenormiston South
"-37.69804560095911, 142.52359585608912",Glenthompson
"-37.256078278695746, 144.80307577244758",Goldie
"-37.75694831691343, 147.6719408326282",Granite Rock
"-36.60439881764934, 143.06572685791824",Gre Gre North
"-37.75780949090785, 143.89500907571514",Grenville
"-38.121883028954244, 144.3275657875378",Hamlyn Heights
"-38.3169169986793, 146.46251889531854",Hazelwood South
"-37.69045358268551, 144.74172582966673",Hillside (Melton - Vic.)
"-37.14223995414775, 146.0050146680647",Howes Creek
"-36.7547863694055, 144.26375655140518",Ironbark (Vic.)
"-34.25252715419382, 142.16863402004833",Irymple (Vic.)
"-37.525891901466366, 144.96036827091342",Kalkallo
"-35.92605301514884, 142.85012417294118",Karyrie
"-37.75198390841941, 141.4000490070065",Killara (Glenelg - Vic.)
"-36.73155583235191, 145.14854449901756",Kirwans Bridge
"-37.66087761362118, 144.59153915405432",Kurunjang
"-36.327190393494845, 145.0365873462458",Kyabram
"-38.36807209685167, 142.81500999858008",Laang
"-37.83000440638356, 144.78717209158657",Laverton North
"-37.41936232525291, 143.71928701785976",Learmonth (Vic.)
"-36.343976588306894, 145.47430653316232",Lemnos
"-37.79914275148979, 147.46628998913215",Lindenow
"-37.99728520198598, 141.48215728072557",Lyons (Vic.)
"-37.721129426739346, 145.07065043671423",Macleod (Vic.)
"-37.86698173015529, 144.58134122822273",Manor Lakes
"-37.77167244300656, 148.6873658632314",Marlo
"-36.76263406612593, 145.73237453964435",Marraweeney
"-37.4867841772358, 141.85798997431826",Melville Forest
"-38.43586730461484, 142.65167411501693",Mepunga West
"-37.6546278546653, 147.44073580392018",Merrijig (East Gippsland - Vic.)
"-37.98760949562501, 142.33669794931808",Minhamite
"-38.04972814007693, 142.4678344432938",Minjah
"-36.45659355315887, 142.64612403084053",Minyip
"-37.11523820384023, 146.3967593909668",Mirimbah
"-37.41146486248399, 142.39536893043496",Mirranatwa
"-38.26890486715389, 144.12729288190644",Modewarre
"-36.675453309703315, 145.40914354121352",Molka
"-37.04637079468507, 142.53184606658246",Mount Dryden
