Geo Point,Official Name Suburb
"-36.01957332743932, 143.0665469605546",Narraport
"-36.073928580206314, 141.6477813564084",Netherby (Vic.)
"-37.812848352010164, 147.7489256540574",Nicholson (Vic.)
"-37.125258665016766, 143.2926568111233",Nowhere Creek
"-36.411529135411946, 145.44684577570982",Orrvale
"-35.274849085610356, 143.1488318350611",Polisbet
"-37.85178234290696, 145.0004687413769",Prahran
"-38.47882634787751, 145.2797725574175",Rhyll
"-36.833205218586315, 142.71205708342754",Riachella
"-37.739529703012764, 145.06961329910013",Rosanna
"-38.381341819377035, 145.1589846190901",Somers
"-38.330843721123955, 143.30738899889695",Stonyford
"-37.733181765362325, 144.91703994098216",Strathmore (Vic.)
"-36.34466092663739, 146.07723247298478",Thoona
"-37.607389199933785, 149.07160721161543",Tonghi Creek
"-38.25776830583795, 145.87424641692735",Torwood
"-37.780885946039795, 148.19089017992414",Tostaree
"-37.83833693179755, 145.19921612654556",Vermont
"-37.87158967591137, 146.06907204043748",Vesper
"-38.16902324673749, 145.8820539879935",Warragul West
"-36.704577268254546, 145.88938270851924",Warrenbayne
"-38.57576428654544, 145.70806900943572",Wattle Bank
"-36.6529658003676, 144.19561532136467",Woodvale (Vic.)
"-38.60573101201421, 146.3823023683093",Woorarra East
"-36.28070203238726, 145.68159855156296",Yabba South
"-38.28615637289468, 142.43402702569233",Yarpturk
"-35.9472476433551, 145.56817862939914",Yarroweyah
"-20.082135263114257, 146.24848224519891",Alabama Hill
"-25.232479693841913, 152.22192152240038",Apple Tree Creek
"-26.781584076268565, 153.11649756393473",Aroona
"-25.99989311512971, 150.5081880732135",Auburn (Qld)
"-19.56800388917449, 147.40648992372346",Ayr
"-28.86345647643528, 151.80549676880514",Ballandean
"-18.88504610605874, 146.18448684708378",Bambaroo
"-24.313265794886846, 149.91746806901114",Baralaba
"-27.46003496501794, 152.97795310682636",Bardon
"-19.56837822650529, 147.23682216337488",Barratta (Qld)
"-17.67143563221737, 145.98837107114775",Basilisk
"-25.64048877134916, 148.85416848815433",Beilba
"-26.480374308854163, 152.55097760642911",Bella Creek
"-26.129366535560138, 152.53828928965464",Bells Bridge
"-26.852940140524726, 152.15047729333082",Benarkin North
"-27.57831321840895, 152.03225465156385",Blanchview
"-25.577497564811043, 151.6641451647348",Bon Accord
"-27.22650041498407, 151.6140080723395",Brymaroo
"-28.040949395145127, 152.61740305998603",Bunjurgen
"-17.8520796744122, 139.63330027623905",Burketown
"-27.06315845444985, 152.97494072731877",Caboolture
"-16.053281942481895, 145.42577085070187",Cape Tribulation
"-24.282675678407323, 151.7664382501377",Captain Creek
"-24.774826907422014, 150.32147001756863",Castle Creek (Qld)
"-27.839638983649625, 153.184444221121",Cedar Creek (Logan - Qld)
"-27.79804628815885, 152.58457441180568",Coleyville
"-22.069000470214053, 149.25374949146743",Collaroy (Qld)
"-26.885970532145734, 153.05034329899834",Coochin Creek
"-17.697674951886356, 146.0335476169198",Cowley Creek
"-19.305445610465444, 146.75286476778285",Cranbrook (Qld)
"-28.16724765195866, 151.82062571063275",Cunningham (Qld)
"-27.45604094695082, 151.81813546054266",Cutella
"-27.60636924115432, 151.92438838438736",Darling Heights
"-25.138842110186143, 151.83319658629958",Doughboy
"-26.309590188789024, 150.93923059247223",Durah
"-27.432200299270047, 153.0897469029684",Eagle Farm
"-18.237458655500685, 145.98293333960723",Ellerbeck
"-27.957139534570494, 152.58946746927657",Fassifern (Qld)
"-16.243574448736403, 145.36926472983612",Forest Creek
"-19.74205382696787, 147.40408010764463",Fredericksfield
"-28.134805261929987, 152.1521503501743",Freestone
"-24.843246294965997, 151.59481079390213",Gaeta
"-24.97790167888685, 151.94672778679384",Gin Gin (Qld)
"-25.602441742449322, 151.77214085214706",Ginoondan
"-27.08627945445848, 153.09860060977184",Godwin Beach
"-23.551189934005507, 149.91471931615015",Gogango
"-23.31204116407818, 148.12798380016824",Gordonstone
"-23.45563302767909, 150.45299838375678",Gracemere
"-25.573701741422358, 152.5966566014723",Grahams Creek
"-19.285034015862692, 146.77571910513888",Gulliver
"-25.748230903063806, 151.58295751111692",Harriet
"-27.4636572187415, 153.05911669150845",Hawthorne
"-20.747305412318816, 139.50135532599933",Healy
"-27.524660740578625, 152.13209358864245",Helidon
"-28.074031016638806, 151.96229730610278",Hendon (Qld)
"-27.448879341073166, 153.02199824740336",Herston
"-27.52653816319356, 153.06095978315284",Holland Park West
"-27.427732432492885, 145.28215297206316",Humeburn
"-25.602101390952242, 151.46288342698435",Humphery
"-24.86838231119923, 152.46740289043896",Innes Park
"-17.411301975162147, 145.57626255691284",Jaggan
"-19.374047405763115, 146.8842516276871",Julago
"-23.46062856172813, 150.19971605572383",Kalapa
"-19.389780790334513, 146.7181706116329",Kelso (Qld)
"-27.41396022805378, 152.9518535505553",Keperra
"-24.69446805151908, 150.02547740372933",Kianga (Qld)
"-27.659396063312958, 153.11258768319897",Kingston (Qld)
"-28.071483446031515, 152.825898996065",Kooralbyn
"-21.094374186932647, 140.38360164167412",Kuridala
"-28.267623627223003, 153.01702026033266",Lamington (Qld)
"-27.623477590547683, 152.73360043137026",Leichhardt (Qld)
"-27.834044203134372, 152.7252460656292",Limestone Ridges
"-27.45562986333258, 153.18545103318337",Manly (Qld)
"-16.917123263112106, 145.7491720964637",Manunda
"-25.338770835007193, 151.75256954321466",Mingo
"-26.695691870807444, 153.1232105352783",Minyama
"-24.98819418815711, 151.8215692855428",Moolboolaman
"-26.762145950253544, 152.9657452008821",Mooloolah Valley
"-16.45110155824115, 145.37376865335162",Mossman
"-21.420234752071377, 148.61611475998842",Mount Britton
"-26.84252674300571, 152.57865971348133",Mount Kilcoy
"-25.810321345113813, 152.41038569456754",Mount Urah
"-28.09406204208879, 153.34864055247033",Mudgeeraba
"-27.204066793732387, 152.46240754478788",Murrumba
"-27.88362068315148, 151.97033461845018",Nevilton
"-17.49728545945605, 145.91019586789707",Ngatjan
"-27.841921840780376, 151.89350418204688",Nobby
"-26.618952585991302, 150.85303257061474",Pelican (Qld)
"-27.13719747247995, 151.6787782383522",Peranga
"-27.607244739961914, 153.16373093155357",Priestdale
"-27.96741052116439, 151.39545139659288",Punchs Creek
"-10.72356038960811, 142.44775375653745",Punsand
"-27.524485887288872, 152.22796762879835",Ringwood (Qld)
"-16.388477473455776, 145.4076586088498",Rocky Point (Douglas - Qld)
"-9.3960724003208, 142.68999170114182",Saibai Island
"-27.72416684182242, 152.81926202275957",South Ripley
"-27.95719038257299, 152.02276371748343",Spring Creek (Toowoomba - Qld)
"-20.33032175729462, 148.59540107698348",Strathdickie
"-23.395710215727895, 138.33543317254123",Sturt (Qld)
"-24.418152078936057, 151.78578239515363",Taunton (Qld)
"-27.093699167266582, 152.36787546105606",Toogoolawah
"-18.01021129025016, 146.04700669029577",Tully Heads
"-27.821086055827383, 151.1982593792972",Turallin
"-26.261569051621027, 147.5436423738456",Tyrconnel
"-26.969597322264153, 151.7214146445442",Upper Cooyar Creek
"-27.66054678085107, 152.21961017178327",Upper Tenthill
"-28.140736329575148, 151.8743567981224",Upper Wheatvale
"-17.468805078456743, 145.9641761469139",Vasa Views
"-27.921803826924485, 152.99028524686432",Veresdale
"-28.90202720484644, 151.91623684686348",Wallangarra
"-27.708399768336204, 153.14213038771607",Waterford (Qld)
"-27.551937864326433, 151.8217408493018",Wellcamp
"-28.444326289973763, 150.84326244115078",Whetstone
"-16.89514753732948, 145.7333084255273",Whitfield (Qld)
"-27.554839737831237, 153.10124141123137",Wishart (Qld)
"-26.294353590814616, 149.8440542799283",Woleebee
"-24.255732321832742, 150.16778950318337",Woolein
"-27.731469088058866, 153.31991978945126",Woongoolba
"-17.550415695297573, 145.77939427769496",Wooroonooran (Cassowary Coast - Qld)
"-27.02726691539181, 149.79911563669054",Yulabilla
"-33.048880012280776, 138.38792660653004",Appila
"-34.994639003866695, 138.82420745988952",Balhannah
"-30.81099510562845, 138.4217593351291",Beltana
"-34.27702566873184, 140.60770759997294",Berri
"-33.20147179993857, 138.06821397828426",Bungama
"-34.67908234032489, 139.3291557734847",Cambrai
"-35.42267154820898, 138.3493061794521",Carrickalinga
"-34.86822355678847, 139.59016523889474",Caurnamont
"-35.08425970635536, 138.7644328750311",Chapel Hill (SA)
"-35.115489967537286, 138.62996138798377",Clarendon (SA)
"-33.70293658693666, 136.52200394400373",Cleve
"-33.39974937776969, 139.22093926876548",Collinsville (SA)
"-37.292271136539135, 140.88303144173713",Coonawarra (SA)
"-34.69935491665202, 138.6936846197683",Elizabeth Downs
"-33.64774328474749, 134.81095309605305",Elliston
"-33.62462846900381, 138.573137585327",Euromina
"-32.95134447450012, 137.61837221101464",False Bay
"-35.166153409892466, 138.80115085323294",Green Hills Range
"-33.40282803725552, 135.92350273786496",Hambidge
"-37.541601044844455, 140.69049873478912",Kalangadoo
"-34.088492060291145, 137.58105122598354",Kooroona
"-37.48376000228829, 140.7661620557715",Krongart
"-36.181591550531586, 140.15210945697018",Laffer
"-32.941296906494195, 136.74438314107198",Lake Gilles
"-34.81685589558092, 138.50079096967573",Largs North
"-34.18459677449118, 140.07361304626497",Lowbank
"-34.98097405367142, 138.60566559513282",Lower Mitcham
"-33.69616654410285, 137.03893534048316",Lucky Bay
"-34.67001008357818, 138.64067762795838",Macdonald Park
"-34.421498066690916, 138.70430578319895",Magdala
"-34.85653581622167, 138.55188266775934",Mansfield Park
"-35.27189668091363, 138.7315635468947",McHarg Creek
"-33.47122242671045, 136.93084029425773",Minbrie
"-37.71070356060999, 140.87546495524788",Mingbool
"-34.24551970284864, 135.41414674514155",Mount Drummond
"-30.56345762896453, 138.96702177063835",Nepabunna
"-34.71800534030653, 139.674959839429",Nildottie
"-34.06167138630299, 137.6314386660343",North Yelta
"-34.3959087629284, 139.6633154352905",Paisley
"-34.9930903366247, 139.3652798474662",Pompoota
"-34.27209312627336, 138.20306604951588",Proof Range
"-34.59909526620115, 138.73047581839322",Reid (SA)
"-37.530306044694285, 140.21913658342018",Rendelsham
"-34.1675574902333, 138.76505950316127",Riverton (SA)
"-34.496299443056394, 137.89491333858044",Rogues Point
"-34.72434597857451, 139.21637139686462",Sanderston
"-35.17134990997104, 138.4866951048155",Seaford Meadows
"-34.8936323946413, 138.5132292134389",Seaton (SA)
"-34.87619804413939, 138.6064994855605",Sefton Park
"-35.33073353765289, 138.458486928338",Sellicks Beach
"-34.443811535481004, 137.5864956795733",South Kilkerran
"-34.570905733613706, 139.6247233963039",Swan Reach (SA)
"-33.41732589996036, 135.71116475388834",Ulyerra
"-33.944194160748246, 137.63244958156477",Wallaroo (SA)
"-32.44384260589769, 137.80372127243103",Wami Kata
"-36.9648488923167, 139.8189480455212",Wangolina
"-35.26960511850477, 138.51711098648119",Whites Valley
"-35.52869921780499, 139.74097009966678",Yumali
"-29.057966159343668, 115.09958742000843",Allanooka
"-28.686473083303635, 115.14290984695424",Ambania
"-33.608799717937515, 117.88397370910285",Badgebup
"-34.36243268266334, 118.86175795062992",Boxwood Hill
"-30.756353090884886, 121.51629685637404",Brown Hill (WA)
"-33.405222721793756, 117.69640635298686",Bullock Hills
"-33.325320969020005, 115.63969581732216",Bunbury (WA)
"-33.70439671605146, 115.17070415090848",Carbunup River
"-33.58150721723384, 115.90636852562214",Charley Creek
"-32.55164454216416, 115.7533621365497",Coodanup
"-32.19440813500448, 115.99188193379385",Darling Downs
"-34.03033454486616, 117.76263413478473",Dartnall
"-34.25547767255904, 116.0831029925792",Deanmill
"-34.7162477755528, 117.42199240898596",Denbarker
"-31.526527117490158, 117.8393279105138",Doodlakine
"-30.889949120280775, 117.53289341429446",Dukin
"-34.01412138783126, 119.55994300204053",Fitzgerald River National Park
"-31.98348340979828, 116.00711641035971",Forrestfield
"-25.234109533528724, 116.207313973955",Gascoyne River
"-34.25585815247409, 115.94218237325",Glenoran
"-34.68733216121454, 118.40877021255967",Green Range
"-32.08451587874333, 115.77943688966846",Hamilton Hill
"-33.248356505543555, 116.13782755034501",Harris River
"-23.546970203418052, 120.8596361522648",Jigalong
"-31.195159667719068, 121.57955990427764",Kambalda West
"-22.729384856964685, 118.27535656647336",Karijini
"-32.42986784378072, 115.83141030711818",Keralup
"-31.032014507905338, 117.02680935020862",Koomberkine
"-33.77880564256675, 116.69464683052003",Kulikup
"-30.936697383164937, 116.63462878518652",Lake Ninan
"-31.807563633915805, 115.86239264298163",Landsdale
"-31.967522061411312, 115.90634209016818",Lathlain
"-32.719024157291884, 117.59239976492097",Malyalling
"-32.526382984856866, 115.73361476370647",Mandurah
"-31.6056640779381, 116.98984055891394",Meckering
"-17.288339000528286, 124.02020496803627",Meda
"-31.9600507683006, 115.78060727984591",Mount Claremont
"-34.81479840328837, 117.12829348573045",Mount Romance
"-31.0701533789845, 117.43163196174845",Nalkain
"-31.382297364263803, 118.20709845330445",Nokaning
"-31.396479645124703, 117.91612302461687",North Baandee
"-21.672319269904165, 115.1443919365294",Onslow
"-30.314149359422736, 121.02589028104447",Ora Banda
"-33.6335876900507, 115.08402540416296",Quedjinup
"-32.57258784339965, 115.85710968706661",Ravenswood (WA)
"-34.59193118238066, 116.98422627616783",Rocky Gully (WA)
"-32.48986936232284, 115.74467564199959",San Remo (WA)
"-33.65555891260046, 115.22874020237916",Siesta Park
"-32.579322216840175, 116.5513527265868",Springs
"-26.865804274731317, 113.82486441952881",Tamala
"-31.57832320498396, 116.43367737233895",Toodyay
"-35.064586521614814, 117.92775302418072",Vancouver Peninsula
"-28.179726680056486, 115.29973272430622",Wandana (WA)
"-17.453932396195082, 122.64033960728501",Waterbank
"-33.19081076957057, 115.7624460649514",Wellesley (WA)
"-32.02194579820265, 119.00901228184668",West Holleton
"-33.57531831479466, 119.62959980151201",West River
"-32.80562636137907, 117.52848181671867",Wickepin
"-20.67413911304778, 117.14391815416323",Wickham (WA)
"-33.30373221314709, 115.99017248351667",Worsley
"-31.27319424489097, 117.36709076650129",Wyalkatchem
"-33.68691508493078, 115.03633425034873",Yallingup
"-29.228479461441903, 115.02471048544759",Yardarino
"-40.94201427850125, 145.21259128605476",Alcomie
"-42.874006667397495, 147.37721965813597",Bellerive
"-41.144859317581904, 147.4128331209461",Blumont
"-42.697276097575454, 147.23368467296993",Brighton (Tas.)
"-42.88786999418685, 147.4491127474854",Clarendon Vale
"-41.79033806157944, 146.6843768600827",Doctors Point
"-41.082658809191685, 145.8901954415602",Downlands
"-42.788363089733274, 147.4013791470039",Dulcot
"-41.232582251273726, 146.30875015791955",Eugenana
"-41.15295863203611, 147.295684125712",Golconda
"-41.52605608634043, 146.90968714255442",Hagley
"-41.166791776448065, 146.26382004006152",Leith
"-41.31911579386985, 145.90911496910226",Loyetea
"-41.250394537853246, 146.29801695109484",Melrose (Tas.)
"-41.27844977682207, 147.362273877503",Myrtle Bank (Tas.)
"-41.54456739716314, 146.5486997472258",Needles
"-42.7810501415292, 147.06500230586536",New Norfolk
"-41.229934184810546, 147.25358231890533",North Lilydale
"-39.948959556665855, 143.90988679566823",Nugara
"-41.68792066082087, 147.26975418293",Powranna
"-43.237637754202794, 147.12831195677362",Randalls Bay
"-41.4159079092536, 147.18250876158615",Ravenswood (Tas.)
"-42.96890219742719, 147.49080194369168",Sandford (Tas.)
"-42.99520049031546, 147.67098893968577",Sloping Main
"-41.44240224044585, 147.10477647173886",Trevallyn
"-41.184968680128605, 147.6619307736862",Tulendeena
"-43.16735857131309, 147.01844303986965",Wattle Grove (Tas.)
"-39.61518828536043, 143.97919368710228",Wickham (Tas.)
"-12.579493088073031, 131.05931186733065",Bees Creek
"-23.7424470643897, 133.82240328369048",Ilparpa
"-14.96148540199311, 133.29284866984705",Jilkminggan
"-12.492976798343504, 131.00621910343816",Johnston
"-12.866017962432904, 132.4746712144229",Kakadu
"-13.25315650966451, 130.84622696874519",Litchfield Park
"-12.693528580324422, 131.4810100510349",Marrakai
"-13.779379232052847, 136.20194312233286",Milyakburra
"-12.641841905887073, 131.09405270992363",Noonamah
"-12.507017447614897, 130.99107613085172",Rosebery (NT)
"-23.673183624055202, 133.88246570181443",Stuart (NT)
"-12.546837465095113, 131.0235315253345",Virginia (NT)
"-24.124216623051716, 133.09103947379694",Wallace Rockhole
"-16.45255448695743, 130.8419132162112",Yarralin
"-35.178933390930425, 149.14475602129104",ACT Remainder - Gungahlin
"-35.41591508371221, 149.06494636469634",Greenway
"-35.158861658926114, 149.1162667780956",Moncrieff
"-35.297880630093765, 149.1502052599634",Russell
"-12.173164468338358, 96.8305261877498",West Island
"-24.17917166516444, 151.88600720712367",Seventeen Seventy
"-27.622476162383208, 152.78908811455318",Silkstone
"-17.974625918574333, 145.94932157930725",Silky Oak
"-27.794545722607943, 152.99148733859494",South Maclean
"-16.77109910778602, 145.27431616739102",Southedge
"-25.48564422408946, 152.70452876971228",St Helens (Fraser Coast - Qld)
